2024-10-07T08:28:08.286Z,gen_request,youssef,::1,http://localhost:11434/api/generate,1,
2024-10-07T08:28:12.100Z,gen_request,youssef,213.130.147.17,http://localhost:11434/api/generate,1,
2024-10-07T08:30:17.745Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:30:17.768Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:30:17.774Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:30:17.785Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:30:25.825Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/chat,1,
2024-10-07T08:31:07.190Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:07.241Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:07.276Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:07.304Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:07.311Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:07.319Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:17.417Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:17.422Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:17.425Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:17.447Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:17.487Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:17.509Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/show,1,
2024-10-07T08:31:18.746Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/generate,1,
2024-10-07T08:31:20.063Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/generate,1,
2024-10-07T08:33:10.484Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/generate,1,
2024-10-07T08:33:11.896Z,gen_request,youssef,5.90.192.64,http://localhost:11434/api/generate,1,
